Name,PID,Title,Keywords,StartPage,EndPage,Pages,Year,NBN
"Boivie, Hedvig",1247498,Ett säreget musikinstrument,Musikinstrument,89.0,96.0,8.0,1922,urn:nbn:se:nordiskamuseet:diva-848
"Lundwall, Sten",1268761,Ett sörmländskt bondbröllop : en bildsvit från Bergshammar,Bröllop;Sörmland;Bönder,77.0,90.0,14.0,1947,urn:nbn:se:nordiskamuseet:diva-986
"Grenander Nyberg, Gertrud",1292995,Ett textilredskap och dess användning,Textilier;Redskap;Härvel;Härvträ,166.0,174.0,9.0,1963,urn:nbn:se:nordiskamuseet:diva-1269
"Lindqvist, Sune",1233263,Ett vikingaminne i Nordiska Museet,Seldon,43.0,58.0,16.0,1931,urn:nbn:se:nordiskamuseet:diva-246
"Jäfvert, Ernfrid",1265825,Ett ålderdomligt skomakeriredskap,Skomakeri;Verktyg,111.0,118.0,8.0,1946,urn:nbn:se:nordiskamuseet:diva-968
"Lampa, Sven",1240202,Ett ålderdomligt åkerbruk,Åkerbrukskulturer;Åkerbruk;Odling,245.0,249.0,5.0,1909,urn:nbn:se:nordiskamuseet:diva-615
"Wallin, Leif",1347282,Europride i Stockholm 2008,Europride;Stockholm;2000-talet,210.0,211.0,2.0,2012,urn:nbn:se:nordiskamuseet:diva-2009
"Nodermann, Maj",1294825,Evangeliekalendern från Siljansnäs,Kalendrar;Evangeliekalender,99.0,100.0,2.0,1967,urn:nbn:se:nordiskamuseet:diva-1343
"Bernström, John",1289504,F. A. Wästfelt och Belvédèren på Tallbacken,Bredablick;Skansen,61.0,76.0,16.0,1957,urn:nbn:se:nordiskamuseet:diva-1141
"Kielland, Thor B.",1246842,Fajanser med den blaa spiral,Porslin;Fajanser,122.0,126.0,5.0,1918,urn:nbn:se:nordiskamuseet:diva-818
"Lagercrantz, Bo",1294175,Faktorerna i Kanton,Bildkonst;Museisamlingar,207.0,211.0,5.0,1964,urn:nbn:se:nordiskamuseet:diva-1314
"Stadling, Jonas",1247473,Fallgropar för vildren,Jaktmetoder;Fångstgropar,21.0,34.0,14.0,1922,urn:nbn:se:nordiskamuseet:diva-841
"Nylén, Anna-Maja",1288775,Familjealbumet,Fotoalbum;Porträttfotografi,161.0,178.0,18.0,1955,urn:nbn:se:nordiskamuseet:diva-1122
"Gudmundsson, Eyjolfur",1232404,Farfar och farmor,Island;Vardagsliv,65.0,74.0,10.0,1973,urn:nbn:se:nordiskamuseet:diva-182
"Lagercrantz, Bo",1293161,Fattigmans silver,Glas;1800-talet,203.0,204.0,2.0,1963,urn:nbn:se:nordiskamuseet:diva-1281
"Hamnqvist, Christina",1366168,Feeling the Skansen pride,Skansen,294.0,295.0,2.0,2016,urn:nbn:se:nordiskamuseet:diva-2136
"Hammarstedt, Nils Edvard",1234327,"Feilberg, H. F.: Jul allesjealestiden, hedensk, kristen julfest",Julseder,61.0,64.0,4.0,1906,urn:nbn:se:nordiskamuseet:diva-432
"Atterling, Henrik",1232784,Fellingsbrodräkten : ur Nordiska museets arkiv,Folkdräkter,26.0,27.0,2.0,1890,urn:nbn:se:nordiskamuseet:diva-219
"Alfredsson, Hans",1322393,Fest för Artur Hazelius,Artur Hazelius;Fester;Mat och dryck,129.0,132.0,4.0,2001,urn:nbn:se:nordiskamuseet:diva-1806
"Resare, Ann",1341490,Festligt och fantasifullt : historiska kläder från skansens barndom,Skansen;Kläder,74.0,87.0,14.0,2010,urn:nbn:se:nordiskamuseet:diva-1928
"Anderson, Göran",1322717,Fibrer och framtidstro,Textilier;Konstfibrer,60.0,69.0,10.0,2002,urn:nbn:se:nordiskamuseet:diva-1823
"Liman, Ingemar;Sommarström, Bo",1294812,Figurristningar i Orsa,Orsa;Bodar;Väggmålningar,65.0,74.0,10.0,1967,urn:nbn:se:nordiskamuseet:diva-1340
"Nordén, Arthur",1233295,"""Fingren ringad pigan tingad"" : Ett bidrag till den släta vigselringens historia.",Bröllop;Vigselringar,117.0,128.0,12.0,1931,urn:nbn:se:nordiskamuseet:diva-251
"Hirn, Yrjö",1235591,Finlands frihet : tal vid Finlandsaftonen i Nordiska Museet 24 nov. 1939,,7.0,12.0,6.0,1940,urn:nbn:se:nordiskamuseet:diva-528
"Olsen, Osva",1366030,Finngården,Byggnader;Skansen,182.0,183.0,2.0,2016,urn:nbn:se:nordiskamuseet:diva-2129
"Vilppula, Hilkka",1265832,Finsk ost,Ost;Finland,83.0,92.0,10.0,1946,urn:nbn:se:nordiskamuseet:diva-970
"Meinander, K. K.",1246852,Finska ryor,Ryor,161.0,165.0,5.0,1918,urn:nbn:se:nordiskamuseet:diva-823
"Klintberg, Bengt af",1313144,Fira femtio,Födelsedagsfirande;Sverige,190.0,210.0,21.0,1994,urn:nbn:se:nordiskamuseet:diva-1701
"Ekholm, Gunnar",1244919,Fiscus nationis uplandicae : Ett upptäckt minne från forna dagars studentlif.,Studerande;Studenter,179.0,180.0,2.0,1913,urn:nbn:se:nordiskamuseet:diva-729
"Ljungdahl, D",1240028,Fiskebod vid Backa Väddö,Byggnader;Fiske,46.0,49.0,4.0,1909,urn:nbn:se:nordiskamuseet:diva-592
"Arwidsson, Ivar",1233833,Fisken med risarmar,Fiske,127.0,130.0,4.0,1930,urn:nbn:se:nordiskamuseet:diva-336
"Larsson, Marianne",1366021,Five o'clock tea på Skansen : ett internationellt besök 1924,Konferenser;Stockholm;1920-talet;Posten,144.0,161.0,18.0,2016,urn:nbn:se:nordiskamuseet:diva-2127
"Wintzell, Inga",1292998,Flamskvävnad med enhörningar,Flamskvävnad,175.0,176.0,2.0,1963,urn:nbn:se:nordiskamuseet:diva-1270
"Larsson, Marianne",1360768,Flyguniformer i rörelse,Nordiska museet;Museisamlingar;Föremålssamlingar;Linjeflyg;Uniformer,186.0,187.0,2.0,2017,urn:nbn:se:nordiskamuseet:diva-2061
"Billow, Anders",1246809,Fogdö kyrkas brudskrud 1682-1768,Bröllopskläder,49.0,70.0,22.0,1917,urn:nbn:se:nordiskamuseet:diva-803
"Nyman, Anders",1296864,Folk och fä : samboendets renlighet och hygien,Djurhållning;Lantbruk;Hygien,143.0,154.0,12.0,1970,urn:nbn:se:nordiskamuseet:diva-1416
"Schön, Ebbe",1305061,Folkets sångmö : Nittiotalisterna och folkkulturen,Litteratur;Sverige;1890-talet,19.0,43.0,25.0,1991,urn:nbn:se:nordiskamuseet:diva-1621
"Kjersén, Sven",1234185,Folkhögskolans Dag - Två tal på Skansen den 30 juni 1935 : 1. Bygdeungdomen och folkhögskolan,,185.0,190.0,6.0,1936,urn:nbn:se:nordiskamuseet:diva-410
"Ahlberg, Alf",1234188,Folkhögskolans dag - Två tal på Skansen den 30 juni 1935 : 2. Industriarbetarna och folkhögskolan,Folkskolan;Utbildningsväsen,191.0,200.0,10.0,1936,urn:nbn:se:nordiskamuseet:diva-411
"Londos, Eva",1333628,Folkkonst coh populärkonst : - en samtidsblick,Folkkonst;Konst och populärkultur;Sverige,30.0,37.0,8.0,2005,urn:nbn:se:nordiskamuseet:diva-1866
"Bringéus, Nils-Arvid",1333614,Folkkonst och forskning : - en tillbakablick,Folkkonst;Sverige,16.0,29.0,14.0,2005,urn:nbn:se:nordiskamuseet:diva-1865
"Knutsson, Johan",1334306,Folkligt och borgerligt : färg och form i provinsiell möbelkonst,Möbelkonst;Sverige,155.0,159.0,5.0,2005,urn:nbn:se:nordiskamuseet:diva-1876
"Lindblom, Andreas",1289340,"""Folklivet i levande drag"" : några reflexioner om museiprinciper i anslutning till Nordiska museets nyordnade avdelning för de högre ståndens husgeråd",Museisamlingar;Nordiska museet;Utställningar,33.0,40.0,8.0,1956,urn:nbn:se:nordiskamuseet:diva-1127
"Nilsson, Albert",1248824,Folklivsfilm,Film;Vardagsliv,33.0,50.0,18.0,1942,urn:nbn:se:nordiskamuseet:diva-891
"Schoultz, Gösta, von",1268754,Folklivsskildringar i gamla läkarrapporter,Folklivsskildringar,69.0,76.0,8.0,1947,urn:nbn:se:nordiskamuseet:diva-985
"Tillhagen, Carl-Herman",1270366,Folkloristisk fältforskning i 1810-talets Sverige,Folklivsforskning;1800-talet,83.0,90.0,8.0,1949,urn:nbn:se:nordiskamuseet:diva-1019
"Ling, Jan",1299174,Folkmusik - en brygd,Folkmusik;Sverige,9.0,34.0,26.0,1979,urn:nbn:se:nordiskamuseet:diva-1481
"Bohman, Stefan",1299178,Folkmusiken på Skansen,Folkmusik;Skansen,35.0,68.0,34.0,1979,urn:nbn:se:nordiskamuseet:diva-1482
"Brattmyr, John",1335331,Folkparker för dans,Folkparker;Dans,180.0,189.0,10.0,2006,urn:nbn:se:nordiskamuseet:diva-1917
"Klintberg, Bengt af",1298761,Folksägner i dag,Folktro;Norden;Folksäger,269.0,296.0,28.0,1976,urn:nbn:se:nordiskamuseet:diva-1469
"Schön, Ebbe",1318531,Folktrons naturväsen,Folktro;Norden;Naturandar,41.0,54.0,14.0,1999,urn:nbn:se:nordiskamuseet:diva-1761
"Rehnberg, Mats",1282665,Folkuniversitetskursen vid Nordiska museet 1949 : traditionen och det moderna samhället,Folkuniversitetet;Nordiska museet,225.0,232.0,8.0,1950,urn:nbn:se:nordiskamuseet:diva-1046
"Rehnberg, Mats",1269910,Folkuniversitetskursen vid Nordiska museet vid Nordiska museet 1947,Folkuniversitetet;Nordiska museet,209.0,216.0,8.0,1948,urn:nbn:se:nordiskamuseet:diva-1012
"Hagberg, Louise",1247157,Forna dagars jul i Bjuråker,Julseder,28.0,64.0,37.0,1919,urn:nbn:se:nordiskamuseet:diva-827
"Pettersson, O P",1242382,Fornlapparnas sätt att begrafva sina döda,Gravskick;Begravningsseder;Samer,92.0,97.0,6.0,1912,urn:nbn:se:nordiskamuseet:diva-662
"Rehnberg, Mats",1268988,Forskarna bland folket,Folklivsforskare;Frågelistor;Sverige,155.0,184.0,30.0,1947,urn:nbn:se:nordiskamuseet:diva-995
"Jirlow, Ragnar",1233780,Fotarbetet : En obeaktad sida i det svenska arbetslivets historia,Arbete,157.0,174.0,18.0,1933,urn:nbn:se:nordiskamuseet:diva-323
"Brånvall, Birgit;Dahlman, Eva",1347655,Fotograferat med kärlek,Kärlek;Fotografi,240.0,265.0,26.0,2012,urn:nbn:se:nordiskamuseet:diva-2012
"Claréus, Märta",1296049,Fotograferoing av vit damast,Fotografi;Damast,239.0,246.0,8.0,1967,urn:nbn:se:nordiskamuseet:diva-1368
"Landin, Mats",1316683,Fotografier,Fotografi,116.0,129.0,14.0,1996,urn:nbn:se:nordiskamuseet:diva-1731
"Hoffman, Ulrika",1360571,Fotografregistret (Sverige),Fotografer;Sverige,140.0,141.0,2.0,2017,urn:nbn:se:nordiskamuseet:diva-2055
"Rosengren, Annette",1334449,Fotohistorien som inte förvärvades : om Helmut och Alison Gernsheims unika samling,Nordiska museet;Museisamlingar;Föremålssamlingar;Fotografi,175.0,193.0,19.0,2007,urn:nbn:se:nordiskamuseet:diva-1889
"Palm, Per-Olof",1303073,Framgångsrik men sårbar : om människan i evolutionsperspektivet,Människan;Evolution (biologi),65.0,76.0,12.0,1985,urn:nbn:se:nordiskamuseet:diva-1562
"Wikman, Karl Robert Villehad",1244876,Frieri förlofning och bröllop i Delsbo,Frieri;Bröllop;Förlovning,73.0,85.0,13.0,1913,urn:nbn:se:nordiskamuseet:diva-718
"Lagerqvist, Lars O.",1307011,Frihetstiden,1718-1772 (frihetstiden;Sverige),197.0,229.0,33.0,1993,urn:nbn:se:nordiskamuseet:diva-1670
"Zipsane, Henrik",1366135,Friluftsmuseer i ett nytt Europa : observationer och argument,Friluftsmuseer;Europa,242.0,259.0,18.0,2016,urn:nbn:se:nordiskamuseet:diva-2133
"Berg, Gösta",1294701,Friluftsmuseer och kulturreservat,Friluftsmuseer,7.0,22.0,16.0,1967,urn:nbn:se:nordiskamuseet:diva-1336
"Stavenow-Hidemark, Elisabet",1317291,Fru Veronika Heiss salong,Museisamlingar;Nordiska museet;Heminredning;1800-talet,26.0,35.0,10.0,1997,urn:nbn:se:nordiskamuseet:diva-1735
"Lindeqvist, Christina",1322332,Fräscht eller farligt? : om plastens inverkan på mat och måltid,Livsmedel;Plastförpackningar,97.0,101.0,5.0,2001,urn:nbn:se:nordiskamuseet:diva-1801
"Ambrosiani, Sune",1235697,"Från 64 Västerlånggatan, Stockholm",Interiör;Inredning;Rivning,119.0,127.0,9.0,1907,urn:nbn:se:nordiskamuseet:diva-554
"Lewin, Visen;Behm, Sigrid",1233754,Från Artur Hazelius dagar,,7.0,42.0,36.0,1933,urn:nbn:se:nordiskamuseet:diva-316
"Larsson, Marianne",1304873,Från badkostym till bikini,Badkläder,136.0,161.0,26.0,1988,urn:nbn:se:nordiskamuseet:diva-1609
"Lindvall, Karin",1299746,Från banvakt och banarbetare till besiktningsman och maskinoperatör,Järnvägsanställda,101.0,119.0,19.0,1980,urn:nbn:se:nordiskamuseet:diva-1496
"Rentzhog, Sten",1294831,Från biskopens barnkammare,Tennsoldater;Leksaker;1700-talet;1800-talet,101.0,110.0,10.0,1967,urn:nbn:se:nordiskamuseet:diva-1344
"Ahlström, Otto",1287064,Från brännglaset till mikroskopet : jämte en undersökning av mikroskopen i Nordiska museet,,133.0,146.0,14.0,1953,urn:nbn:se:nordiskamuseet:diva-1088
"Nylén, Anna-Maja",1294407,Från bybo till industriarbetare,Svappavara;Samtidsdokumentation,123.0,127.0,5.0,1965,urn:nbn:se:nordiskamuseet:diva-1326
"Lindblom, Andreas",1233584,Från Byzans lejon till skånes varulv,Bildvävnader;Textil,7.0,26.0,20.0,1932,urn:nbn:se:nordiskamuseet:diva-277
"Lagerquist, Marshall",1295387,Från ett herrgårdshem på 1870-talet. Gyllenkrokarnas Oby,Bostäder;Herrgårdar;1800-talet,125.0,132.0,8.0,1967,urn:nbn:se:nordiskamuseet:diva-1357
"Sjöberg, Nils",1238839,Från ett julgille i början av 1500-talet,Julfirande,241.0,242.0,2.0,1907,urn:nbn:se:nordiskamuseet:diva-565
"Ehlton, Fredrik",1364997,Från fattigstuga till ålderdomshem : två byggnader på Julita gård,Ålderdomshem;Fattigvård,224.0,237.0,14.0,2015,urn:nbn:se:nordiskamuseet:diva-2106
"Svensson, Sigfrid",1233309,Från folkdräkt till konfektionskostym,Kläder,163.0,174.0,12.0,1931,urn:nbn:se:nordiskamuseet:diva-254
"Perers, Maria",1348060,Från folkhem till flyttstajling : speglingar av ett svenskt idealhem,Folkhemmet;Flyttstyling;Hemmet,52.0,67.0,16.0,2013,urn:nbn:se:nordiskamuseet:diva-2022
"Nylén, Anna-Maja;Danielson, Sofia;Berg, Jonas;Olsson, Marianne",1292974,Från forskningsfältet : Skånsk textiltradition. Österhaninge inför strukturförändring. Älvdalens skjutfältsområde i Dalarna,Skåne;Dalarna;Forskning;Textilier;Etnologiska undersökningen;Fäbodar,144.0,160.0,17.0,1963,urn:nbn:se:nordiskamuseet:diva-1267
"Kättström Höök, Lena",1361914,Från foster till dop : hur man skyddar en hedning,Folktro;Sverige,12.0,37.0,26.0,2015,urn:nbn:se:nordiskamuseet:diva-2086
"Palmqvist, Lena",1301755,Från förläggarverksamhet till textilindustri i Sjuhäradsbygden,Sjuhäradsbygden;Textilindustri;Bokhantverk,107.0,124.0,18.0,1982,urn:nbn:se:nordiskamuseet:diva-1515
"Nylén, Anna-Maja",1290660,Från grannhjälp till serviceyrke,Begravningsseder;Sverige;Begravningsentreprenörer,195.0,197.0,3.0,1958,urn:nbn:se:nordiskamuseet:diva-1165
"Stjernswärd, Brita",1291783,"Från Gustaf Bondes ""grand tour""",Reseskildringar;Gustaf Bonde,163.0,192.0,30.0,1960,urn:nbn:se:nordiskamuseet:diva-1207
"Andersson, Therése",1344276,Från Hollywood till Stockholm : representationer av filmstjärnors klädstilar i Filmjournalen 1920-1930,Kläder;Filmskådespelare;Tidskrifter,194.0,213.0,20.0,2010,urn:nbn:se:nordiskamuseet:diva-1934
"Wikström, Kersti",1322616,Från honungssnö till hushållsglass : om glassens formar och former,Glass;Husgeråd;Historia;Mat och dryck,193.0,204.0,12.0,2001,urn:nbn:se:nordiskamuseet:diva-1815
"Berg-Melin, Kerstin",1298093,Från häxdoktor till mediala frågespalter : ockult material i fyra veckotidningar 1936-71,Ockultism,13.0,32.0,20.0,1977,urn:nbn:se:nordiskamuseet:diva-1455
"Geijer, Agnes",1289487,Från Jönköping till Bahamas,Broderier;Bahamas,57.0,60.0,4.0,1957,urn:nbn:se:nordiskamuseet:diva-1140
"Arnö-Berg, Inga",1305384,Från kvällsgröt till grötfrukost,Måltider;Gröt,64.0,73.0,10.0,1989,urn:nbn:se:nordiskamuseet:diva-1637
"Olsson, Marianne",1294096,Från landsbygd till stadsbygd,Etnologiska undersökningen,190.0,191.0,2.0,1964,urn:nbn:se:nordiskamuseet:diva-1309
"Lantto, Patrik;Mörkenstam, Ulf",1345011,"Från ""Lapprivilegier"" till rättigheter som urfolk : Svensk samepolitik och samernas politiska mobilisering",Samer;Sverige,58.0,84.0,27.0,2008,urn:nbn:se:nordiskamuseet:diva-1942
"Löfgren, Orvar",1296516,Från Nattfrieri till tonårkultur,Äktenskap;Ungdomar;Frieri,25.0,52.0,28.0,1969,urn:nbn:se:nordiskamuseet:diva-1391
"Cederblom, Gerda",1235690,Från Nordiska museets leksaksafdelning,Leksaker,47.0,53.0,7.0,1907,urn:nbn:se:nordiskamuseet:diva-550
"Cnattingius, Claes",1296280,Från Rolf till Brecht - en musikalisk rapsodi,Musik;1920-talet;Sverige,129.0,150.0,22.0,1968,urn:nbn:se:nordiskamuseet:diva-1379
"Hansson, Sigfrid",1234445,Från skrå till fackförening,Skråväsen;Fackföreningsrörelsen;Gillen,115.0,136.0,22.0,1937,urn:nbn:se:nordiskamuseet:diva-460
"Bengtsson, Bengt",1291413,Från skråtuna till Skansens stadskvarter,Skansen;Stadskvarteret;Hantverk,105.0,130.0,26.0,1959,urn:nbn:se:nordiskamuseet:diva-1181
"Lindblom, Andreas",1247679,Från valborgsmässa till nyårsnatt : Glimtar ur Skansens årskrönika,,75.0,92.0,18.0,1941,urn:nbn:se:nordiskamuseet:diva-870
"Lepiksaar, Johannes",1303727,Från vilda djur till husdjur,Husdjur,9.0,26.0,18.0,1986,urn:nbn:se:nordiskamuseet:diva-1571
"Bergengren, Göran",1302085,"Fullständiga föremålsregister - en utopi, som blir verklighet?",Föremålssamlingar;Museisamlingar,31.0,34.0,4.0,1983,urn:nbn:se:nordiskamuseet:diva-1520
"Hagelin, Lars Anders",1298105,Fyllgubbar på två ungkarlshotell,Ungkarlshotell,75.0,88.0,14.0,1977,urn:nbn:se:nordiskamuseet:diva-1458
"Waldetoft, Dan",1354250,Fynd i samlingar : två målningar i Nordiska museets arkiv,Arkivalier;Målningar;Nordiska museets arkiv;Museisamlingar,116.0,123.0,8.0,2017,urn:nbn:se:nordiskamuseet:diva-2049
"Manker, Ernst",1290465,Fynd och forskning i lappmarken,Samer;Historia;Lappland,136.0,158.0,23.0,1958,urn:nbn:se:nordiskamuseet:diva-1162
"Knutsson, Johan",1317470,Fyra friares fiasko : om ratade friargåvor,Museisamlingar;Nordiska museet;Friargåvor,36.0,43.0,8.0,1997,urn:nbn:se:nordiskamuseet:diva-1736
"Lagercrantz, Bo",1287373,Fyra Gustav Adolfsminnen,Gustav II Adolf;Statyer,189.0,190.0,2.0,1953,urn:nbn:se:nordiskamuseet:diva-1093
"Levander, Lars",1239960,Fyra sånger från Älfdalen,,125.0,128.0,4.0,1908,urn:nbn:se:nordiskamuseet:diva-577
"Bonge, Inger",1293237,Fyrfat av mässing,Konsthantverk;Fyrfat;Mässingsarbeten;1700-talet,210.0,212.0,3.0,1963,urn:nbn:se:nordiskamuseet:diva-1284
"Mannerfelt, Måns",1270386,Fyrkanten på Trestena : en västgötaherrgård vid sekelskiftet,Herrgårdar;Västergötland,107.0,126.0,20.0,1949,urn:nbn:se:nordiskamuseet:diva-1021
"Johansson, Levi",1233784,Fäbodar i en jämtländsk socken : En historik över Frostvikens fäbodväsen.,Fäbodväsen,189.0,206.0,18.0,1933,urn:nbn:se:nordiskamuseet:diva-325
"Hagberg, Louise",1246839,Fäbodslif i Medelpad,Fäbodar;Fäbodväsen,107.0,118.0,12.0,1918,urn:nbn:se:nordiskamuseet:diva-816
"Engdahl, Alexis",1232760,Fästmansgåfvor i Roslagen,,24.0,25.0,2.0,1889,urn:nbn:se:nordiskamuseet:diva-212
"Hammarstedt, Nils Edvard",1242358,Fästmöpåsen eller brudsäcken : Ett bidrag till lysningspresenternas historia.,Samhällsliv;Bröllop,38.0,45.0,8.0,1912,urn:nbn:se:nordiskamuseet:diva-658
"Eskeröd, Albert",1291692,Fågelmakaren och hans fåglar,Konsthantverk;Folkkonst,83.0,96.0,14.0,1960,urn:nbn:se:nordiskamuseet:diva-1201
"Hammarstedt, Nils Edvard",1240176,Fågeln med mäjseln eller yxan,Sägner;Legender;Berättande,202.0,203.0,2.0,1909,urn:nbn:se:nordiskamuseet:diva-610
"Hammarstedt, Nils Edvard",1233954,"Fågeln med segerstenen, sprängörten och lifsämnet",Utsmyckning och dekoration;Folktro;Folkkonst,166.0,208.0,43.0,1903,urn:nbn:se:nordiskamuseet:diva-365
"Wide, Sam",1240573,Fågeln med sprängörten i forngrekisk litteratur.,Sägner,228.0,230.0,3.0,1910,urn:nbn:se:nordiskamuseet:diva-631
"Hammarstedt, Nils Edvard",1240175,Fåglar med guds eller djäfvulens blod,Folktro,193.0,201.0,9.0,1909,urn:nbn:se:nordiskamuseet:diva-609
"Forsby, Eva Lis",1294029,Föda barn på Karl XII:s tid,Barnafödande;1600-talet;1700-talet,147.0,152.0,6.0,1964,urn:nbn:se:nordiskamuseet:diva-1305
"Kättström Höök, Lena",1305270,Föda och figur,Viktminskning;Övervikt;Kroppsvikt,21.0,36.0,16.0,1989,urn:nbn:se:nordiskamuseet:diva-1634
"Alfredson, Hans",1313149,Föddes Lucia på Skansen,Skansen;Högtider;Traditioner,211.0,220.0,10.0,1994,urn:nbn:se:nordiskamuseet:diva-1702
"Hallén, Monica",1323143,För små att använda men bra att ha,Textilier;Tofsar,220.0,231.0,12.0,2002,urn:nbn:se:nordiskamuseet:diva-1837
"Adamson, Rolf",1301557,Före den stora industrialismens tid,Ekonomisk utveckling;Agrarhistoria;Sverige,9.0,20.0,12.0,1982,urn:nbn:se:nordiskamuseet:diva-1507
"Mellin, Lars",1302105,Föremålsdokumentation i teorin,Föremålssamlingar;Museisamlingar,35.0,42.0,8.0,1983,urn:nbn:se:nordiskamuseet:diva-1521
"Flentzberg, Anton",1235662,Föreställningar om älfvorna,Folktro,7.0,17.0,11.0,1907,urn:nbn:se:nordiskamuseet:diva-539
"Strosova, Olga",1299033,Förfädernas färdeminnen,Resenärer;Resor;Souvenirer;Historia,163.0,172.0,10.0,1978,urn:nbn:se:nordiskamuseet:diva-1480
"Ahlén, Abraham",1233660,"Förgyllare, spegelfabrikörer och målarämbetet : ur handlingar i Nordiska museets skråarkiv, som röra målarämbetet i Norrköping",Skråväsen;Hantverk,90.0,,,1900,urn:nbn:se:nordiskamuseet:diva-301
"Ahlén, Abraham",1233658,"Förgyllarne och målarämbetet : ur handlingar i Nordiska museets skråarkiv, som röra målarämbetet i Norrköping",Skråväsen;Hantverk,88.0,89.0,2.0,1900,urn:nbn:se:nordiskamuseet:diva-300
"Wistrand, Per Gustaf",1233396,"Förklaring öfver kartan föreställande Högestads Prästgård : i Skåne och Herrestads Härad, ur Minnet, efter 40 a 50 årsförlopp, af N: H: Sjöborg. År 1824.",,51.0,85.0,35.0,1898,urn:nbn:se:nordiskamuseet:diva-263
"Pira, Emelie",1232771,Förlofning och bröllop hos allmogen i Bjuråkers socken i Helsingland i början af 1840-talet,Förlovning;Bröllop;Fester,29.0,32.0,4.0,1889,urn:nbn:se:nordiskamuseet:diva-215
"Erlandsson, Eris",1322751,Förnyelase av linneskåpet,Hemtextilier;Linneskåp,100.0,111.0,12.0,2002,urn:nbn:se:nordiskamuseet:diva-1826
"Wikman, Karl Robert Villehad",1291799,Förskrivning till djävulen,Djävulsförskrivning;Daniel Salthenius;1700-talet,193.0,199.0,7.0,1960,urn:nbn:se:nordiskamuseet:diva-1208
"Wistrand, Per Gustaf",1232675,"Förteckning öfver runstafvar, tillhörande Nordiska museet",Runstavar,40.0,52.0,13.0,1892,urn:nbn:se:nordiskamuseet:diva-199
"Hagberg, Louise",1245836,Gagnefs minnesstuga,Kulturarvsvård;Byggnadsminnen,96.0,102.0,7.0,1915,urn:nbn:se:nordiskamuseet:diva-780
"Biörnstad, Arne",1303081,Gamla hus - rivningsobjekt eller kulturarv?,Kulturarv;Kulturmiljövård;Byggnader;Sverige,77.0,92.0,16.0,1985,urn:nbn:se:nordiskamuseet:diva-1563
"Andrén, Erik",1288855,Gamla prästgården i Härkeberga by,Härkebärga,7.0,32.0,26.0,1956,urn:nbn:se:nordiskamuseet:diva-1125
"Wallin, Leif",1365159,Gammal som metusalem : om faschinationen kring hög ålder,Åldrande,268.0,281.0,14.0,2015,urn:nbn:se:nordiskamuseet:diva-2112
"Lövgren, Karin",1365058,"Gammal är någon annan : om övergångar, kläder och kroppens åldrande",Åldrande;Kläder;Kroppen,240.0,255.0,16.0,2015,urn:nbn:se:nordiskamuseet:diva-2108
